free sulfur dioxide,total sulfur dioxide,density,alcohol,quality
19.0,58.0,1.0002,9.3,6
28.0,104.0,0.9983,9.2,5
19.0,38.0,0.999,9.3,5
12.0,16.0,0.9965,11.5,6
28.0,139.0,0.99788,9.5,5
9.0,18.0,0.9972,9.2,5
25.0,101.0,1.00024,10.0,5
21.0,101.0,1.0001,9.5,5
12.0,28.0,0.99768,9.5,6
12.0,57.0,0.9978,9.0,6
16.0,68.0,0.99782,9.4,5
12.0,31.0,0.99761,9.6,6
12.0,28.0,0.99768,9.5,6
17.0,40.0,0.99803,9.5,5
17.0,40.0,0.99803,9.5,5
24.0,66.0,0.99785,9.4,5
17.0,40.0,0.99803,9.5,5
14.0,32.0,0.99656,9.1,6
22.0,47.0,0.99525,10.7,6
15.0,33.0,0.99488,11.2,6
10.0,31.0,0.99656,9.8,5
10.0,31.0,0.99656,9.8,5
33.0,88.0,0.99823,9.2,5
9.0,104.0,0.99779,9.7,5
5.0,35.0,0.99738,9.6,5
8.0,19.0,0.99701,10.0,6
5.0,35.0,0.99738,9.6,5
11.0,44.0,0.99888,9.5,6
12.0,48.0,0.99888,9.5,6
12.0,74.0,0.99738,9.4,5
13.0,98.0,0.99938,9.5,5
24.0,94.0,0.99744,9.7,6
7.0,32.0,0.99668,9.6,5
24.0,94.0,0.99744,9.7,6
23.0,143.0,0.9978,9.4,5
23.0,144.0,0.99782,9.4,5
1.0,44.0,0.9973,9.5,6
2.0,45.0,0.99727,9.5,6
7.0,16.0,0.99586,10.0,5
5.5,48.0,0.99612,10.3,6
6.0,18.0,0.9961,10.3,6
7.0,34.0,0.99788,10.5,5
21.0,92.0,0.99745,9.8,5
12.0,45.0,0.99676,9.4,6
9.0,37.0,0.99732,9.8,5
26.0,96.0,0.99814,10.0,5
9.0,37.0,0.99732,9.8,5
20.0,85.0,0.99746,9.8,5
11.0,61.0,0.9982,9.5,5
11.0,61.0,0.9982,9.5,5
19.0,58.0,0.9991,10.1,6
19.0,58.0,0.9991,10.1,6
21.0,119.0,0.998,9.3,5
18.0,82.0,0.99708,9.7,6
25.0,130.0,0.99818,9.6,5
17.0,87.0,0.99745,9.7,6
7.0,13.0,0.99639,10.8,5
7.0,26.0,0.99531,12.5,6
7.0,60.0,0.99786,10.2,5
24.0,64.0,0.99746,9.6,5
21.0,42.0,0.99526,10.8,7
5.0,14.0,0.9987,10.7,6
5.0,14.0,0.9987,10.7,6
26.0,108.0,0.99641,9.4,5
8.0,17.0,0.99735,10.0,5
14.0,86.0,0.99264,12.9,7
14.0,46.0,0.9971,9.6,6
4.0,18.0,0.99682,9.9,6
4.0,10.0,0.99356,12.8,7
4.0,10.0,0.99386,12.5,7
4.0,10.0,0.99356,12.8,7
4.0,12.0,0.99702,9.2,5
4.0,15.0,0.99693,10.3,6
4.0,14.0,0.99562,10.5,5
7.0,24.0,1.00012,10.9,6
20.0,38.0,0.99818,10.8,5
4.0,7.0,0.99462,11.4,4
19.0,41.0,0.99939,11.3,6
20.0,38.0,0.99818,10.8,5
8.0,30.0,0.9984,10.5,6
19.0,27.0,0.99545,11.9,6
21.0,47.0,0.99632,9.4,5
9.0,59.0,0.99976,9.6,5
9.0,22.0,0.99606,9.7,5
16.0,42.0,0.99154,14.0,7
15.0,36.0,0.9973,9.8,5
15.0,36.0,0.9973,9.8,5
6.0,16.0,0.99682,10.3,5
15.0,37.0,0.99624,10.7,5
4.0,8.0,0.9951,11.0,7
15.0,37.0,0.99624,10.7,5
34.0,45.0,0.99417,12.7,8
16.0,24.0,0.99376,11.1,6
5.0,9.0,0.99632,10.9,4
16.0,24.0,0.99376,11.1,6
34.0,48.0,0.99832,9.9,3
36.0,51.0,0.99836,9.9,4
16.0,23.0,0.99694,9.4,5
27.0,55.0,0.99655,9.3,5
36.0,100.0,0.99064,11.7,7
36.0,100.0,0.99064,11.7,7
9.0,28.0,0.99672,11.2,7
13.0,26.0,0.99647,10.0,5
9.0,34.0,0.99736,12.1,7
21.0,31.0,0.99629,10.3,5
34.0,68.0,0.99708,10.9,6
9.0,92.0,0.9963,9.4,5
26.0,42.0,0.9959,10.6,6
14.0,31.0,0.99689,9.8,5
14.0,31.0,0.99689,9.8,5
12.0,39.0,0.9977,9.9,6
14.0,31.0,0.99689,9.8,5
12.0,32.0,0.99689,9.8,5
9.0,22.0,0.99708,9.5,5
9.0,22.0,0.99708,9.5,5
26.0,122.0,0.99801,9.7,5
41.0,55.0,0.99652,10.9,6
41.0,55.0,0.99652,10.9,6
10.0,14.0,0.99538,11.7,7
41.0,55.0,0.99652,10.9,6
16.0,47.0,0.99594,11.3,7
17.0,32.0,0.99686,10.6,7
15.0,24.0,0.99438,11.2,6
15.0,85.0,0.99746,9.5,5
15.0,88.0,0.99357,11.5,6
7.0,25.0,0.99628,10.4,5
17.0,84.0,0.99746,9.7,5
15.0,85.0,0.99746,9.5,5
16.0,86.0,0.99748,9.7,5
13.0,24.0,0.99438,11.3,6
13.0,22.0,0.99438,11.2,6
15.0,24.0,0.99438,11.2,6
27.0,43.0,0.99578,10.9,6
31.0,43.0,0.99371,11.8,6
36.0,46.0,0.99522,10.6,5
28.0,48.0,0.99576,10.0,4
6.0,10.0,0.99552,11.1,7
6.0,10.0,0.99664,11.8,7
7.0,16.0,0.99614,11.8,7
7.0,14.0,0.99517,10.9,4
31.0,43.0,0.99371,11.8,6
30.0,69.0,0.99787,10.0,6
18.0,88.0,0.99745,9.5,5
10.0,21.0,0.99576,9.9,5
30.0,35.0,0.99533,11.4,6
14.0,26.0,0.99536,12.0,6
18.0,88.0,0.99745,9.5,5
30.0,69.0,0.99787,10.0,6
9.0,30.0,0.99824,10.5,5
8.0,28.0,0.99836,10.4,6
29.0,56.0,0.99577,12.1,7
32.0,64.0,0.99491,11.2,6
23.0,99.0,1.00289,9.3,5
30.0,52.0,0.99576,10.1,5
16.0,86.0,0.99743,9.7,5
10.0,18.0,0.99774,9.3,6
16.0,86.0,0.99743,9.7,5
17.0,88.0,0.99745,9.8,6
27.0,43.0,0.9955,10.7,6
17.0,43.0,0.99444,12.5,7
27.0,43.0,0.9955,10.7,6
17.0,43.0,0.99444,12.5,7
6.0,11.0,0.99892,11.0,3
10.0,39.0,0.99562,11.8,5
16.0,33.0,0.99736,10.8,7
16.0,33.0,0.99736,10.8,7
11.0,18.0,0.9962,10.8,7
11.0,18.0,0.9962,10.8,7
15.0,115.0,0.998,9.5,5
12.0,78.0,0.9964,11.0,5
6.0,9.0,0.9948,11.5,6
34.0,61.0,0.99528,10.8,6
7.0,11.0,0.99331,11.5,6
3.0,11.0,0.99577,13.2,6
3.0,9.0,0.99901,10.9,6
4.0,8.0,0.99674,12.2,6
3.0,10.0,0.99639,12.2,7
7.0,11.0,0.99331,11.5,6
3.0,6.0,0.99512,11.9,6
7.0,62.0,0.99395,11.0,5
26.0,45.0,0.99824,10.1,6
32.0,79.0,0.9964,11.0,6
38.0,46.0,0.99504,11.8,6
10.0,23.0,0.99786,10.5,5
32.0,79.0,0.9964,11.0,6
38.0,46.0,0.99504,11.8,6
26.0,45.0,0.99824,10.1,6
14.0,28.0,0.99516,11.2,5
53.0,77.0,0.99604,11.0,7
52.0,73.0,0.99786,10.2,6
11.0,75.0,0.99736,9.2,4
14.0,28.0,0.99516,11.2,5
10.0,19.0,0.99468,12.0,7
8.0,25.0,0.99746,10.5,5
13.0,38.0,0.99748,9.8,5
29.0,66.0,0.9971,9.5,6
13.0,38.0,0.99748,9.8,5
8.0,25.0,0.99746,10.5,5
19.0,72.0,0.99543,11.8,6
19.0,72.0,0.99543,11.8,6
6.0,26.0,0.99791,10.4,4
23.0,42.0,0.99356,12.9,7
7.0,11.0,0.99425,11.4,5
13.0,25.0,0.99509,12.4,7
9.0,17.0,0.99484,12.5,7
13.0,52.0,0.99834,10.0,7
10.0,45.0,0.99864,9.7,7
11.0,24.0,0.99498,12.1,7
7.0,20.0,0.99566,11.1,7
11.0,24.0,0.99745,12.0,7
6.0,12.0,0.99408,12.4,7
10.0,21.0,0.99552,11.9,7
10.0,21.0,0.99552,11.9,7
10.0,21.0,0.99552,11.9,7
6.0,12.0,0.99408,12.4,7
6.0,10.0,0.99536,11.2,7
5.0,9.0,0.99458,12.1,7
6.0,11.0,0.99538,12.2,6
9.0,23.0,0.99648,10.4,5
5.0,10.0,0.99568,11.3,6
12.0,51.0,0.99613,11.1,6
25.0,36.0,0.99519,11.3,7
12.0,32.0,0.99735,10.0,5
18.0,38.0,0.99518,11.1,6
7.0,18.0,0.99592,9.3,5
6.0,16.0,0.99654,9.5,5
20.0,27.0,0.99546,11.2,6
18.0,38.0,0.99518,11.1,6
24.0,48.0,0.99554,11.0,6
6.0,10.0,0.99604,11.9,7
23.0,113.0,0.99733,9.2,5
29.0,46.0,0.9943,12.2,6
7.0,22.0,0.99669,10.2,5
6.0,10.0,0.99724,10.9,6
6.0,10.0,0.99724,10.9,6
6.0,13.0,0.99643,11.6,7
6.0,12.0,0.99605,10.7,5
7.0,13.0,0.99658,12.1,7
35.0,72.0,0.997,9.4,5
35.0,72.0,0.997,9.4,5
31.0,119.0,0.99801,9.1,5
9.0,29.0,0.99416,11.3,7
3.0,6.0,0.9969,10.4,5
8.0,17.0,0.99774,10.5,6
13.0,28.0,0.99712,10.0,5
51.0,70.0,0.99418,12.9,6
8.0,17.0,0.99774,10.5,6
3.0,6.0,0.9969,10.4,5
7.0,11.0,0.99562,11.3,6
3.0,7.0,0.9947,11.4,7
35.0,70.0,0.99693,9.4,5
19.0,27.0,0.99596,9.4,5
14.0,21.0,0.99556,10.9,6
19.0,27.0,0.99596,9.4,5
31.0,68.0,0.99694,9.4,5
30.0,47.0,0.99554,9.4,6
31.0,68.0,0.99694,9.4,5
20.0,88.0,0.99918,9.4,5
19.0,41.0,0.99697,10.1,6
3.0,11.0,0.99378,12.8,7
3.0,11.0,0.99378,12.8,7
4.0,10.0,0.99554,9.1,6
7.0,12.0,0.99162,12.9,6
6.0,12.0,0.99495,11.5,7
31.0,47.0,0.99676,10.6,7
13.0,27.0,0.99516,11.7,7
4.0,8.0,0.9928,12.8,7
27.0,45.0,0.99603,10.3,5
4.0,8.0,0.9928,12.8,7
13.0,27.0,0.99516,11.7,7
12.0,25.0,0.99516,11.7,7
12.0,24.0,0.99549,12.0,7
26.0,55.0,0.99722,10.9,5
7.0,12.0,0.99354,12.3,7
12.0,19.0,0.9957,10.4,6
11.0,32.0,0.99604,10.0,5
22.0,31.0,0.99635,10.0,6
3.0,7.0,0.99454,11.2,6
14.0,27.0,0.99598,11.4,6
12.0,28.0,0.99486,12.6,7
36.0,109.0,0.99007,12.7,6
36.0,109.0,0.99007,12.7,6
10.0,23.0,0.99636,10.4,5
3.0,8.0,0.99642,11.9,6
3.0,8.0,0.99642,11.9,6
4.0,9.0,0.99584,10.5,5
3.0,9.0,0.99506,12.3,6
12.0,18.0,0.99568,10.5,7
17.0,43.0,0.99822,10.4,6
14.0,36.0,0.99364,12.6,6
28.0,52.0,0.99378,11.6,5
41.0,68.0,0.99586,10.1,6
12.0,18.0,0.99568,10.5,7
9.0,14.0,0.99488,11.5,7
9.0,15.0,0.99514,11.0,7
5.0,14.0,0.99854,9.6,5
14.0,27.0,0.99592,10.4,6
15.0,48.0,0.99739,9.7,6
5.0,17.0,0.99683,10.6,7
26.0,35.0,0.99356,12.5,7
20.0,56.0,0.99672,9.2,5
25.0,42.0,0.9953,12.6,7
21.0,39.0,0.99692,11.1,6
16.0,32.0,0.99756,10.2,5
13.0,26.0,0.99547,9.8,6
21.0,39.0,0.99692,11.1,6
18.0,39.0,0.99859,10.9,7
12.0,53.0,0.99294,12.2,6
32.0,38.0,0.99438,11.4,6
33.0,45.0,0.99612,10.7,6
27.0,51.0,0.99634,10.4,5
3.0,14.0,0.99702,10.9,6
6.0,17.0,0.99704,10.8,6
27.0,51.0,0.99634,10.4,5
16.0,45.0,0.99702,9.2,5
19.0,25.0,0.99258,12.9,5
9.0,20.0,0.99426,12.7,7
5.0,77.0,0.99747,9.1,6
5.0,77.0,0.99747,9.1,6
3.0,10.0,0.99586,12.1,7
28.0,90.0,0.99784,9.1,5
30.0,52.0,0.9971,11.6,7
3.0,10.0,0.99586,12.1,7
3.0,8.0,0.9981,9.9,6
7.0,16.0,0.99462,12.5,8
6.0,15.0,0.9956,11.4,6
6.0,17.0,0.99565,11.8,6
5.0,10.0,0.99418,11.8,6
6.0,20.0,0.9963,10.2,6
13.0,26.0,0.99358,12.5,7
3.0,10.0,0.99572,10.9,7
3.0,10.0,0.99572,10.9,7
28.0,52.0,0.997,10.8,5
19.0,37.0,0.99498,11.1,7
30.0,92.0,0.99892,9.2,5
33.0,75.0,0.9968,9.5,6
16.0,37.0,0.9972,10.7,6
30.0,92.0,0.99892,9.2,5
45.0,67.0,0.99769,10.2,7
3.0,8.0,0.99534,11.4,6
3.0,8.0,0.99817,11.0,5
3.0,8.0,0.99817,11.0,5
37.5,278.0,0.99316,12.3,7
3.0,8.0,0.99471,11.8,6
37.5,289.0,0.99316,12.3,7
31.0,70.0,0.99685,9.5,6
32.0,59.0,0.99617,12.0,6
31.0,70.0,0.99685,9.5,6
40.0,64.0,0.99529,9.6,5
3.0,9.0,0.99738,11.6,7
18.0,30.0,0.994,11.2,6
22.0,41.0,0.99735,9.9,7
22.0,41.0,0.99735,9.9,7
42.0,74.0,0.99451,11.8,8
8.0,19.0,0.99546,11.4,6
10.0,16.0,0.99479,11.5,6
11.0,31.0,0.99615,12.0,7
9.0,17.0,0.99655,10.8,6
6.0,20.0,0.99772,10.5,5
9.0,17.0,0.99655,10.8,6
5.0,18.0,0.99666,9.4,5
5.0,16.0,0.99358,12.5,7
5.0,18.0,0.99666,9.4,5
23.0,36.0,0.99392,12.4,6
14.0,25.0,0.99388,12.0,6
18.0,30.0,0.99402,11.2,6
14.0,25.0,0.99388,12.0,6
16.0,25.0,0.9936,12.4,6
13.0,49.0,0.99374,12.8,5
9.0,17.0,0.99376,12.3,6
10.0,24.0,0.99523,11.7,7
4.0,13.0,0.99855,9.5,5
27.0,66.0,0.9982,10.8,6
6.0,14.0,0.99593,10.0,6
23.0,55.0,0.99471,12.3,7
6.0,35.0,0.99396,11.0,6
3.0,10.0,0.99698,9.5,6
29.0,80.0,0.9902,13.6,6
15.0,21.0,0.99572,11.3,6
15.0,21.0,0.99572,11.3,6
15.0,21.0,0.99572,11.3,6
14.0,24.0,0.99252,13.3,6
7.0,15.0,0.99256,12.9,5
8.0,17.0,0.99235,13.1,8
21.0,28.0,0.99352,12.3,6
27.0,33.0,0.9922,12.3,6
17.0,29.0,0.99674,11.2,6
3.0,13.0,0.99557,11.5,4
13.0,27.0,0.99394,11.3,7
3.0,11.0,0.9915,13.5,6
26.0,52.0,0.99379,11.5,6
28.0,89.0,0.9984,10.0,5
24.0,70.0,0.99798,10.5,6
5.0,10.0,0.9977,10.4,6
57.0,135.0,0.99341,9.5,5
18.0,38.0,0.9933,13.6,7
10.0,18.0,0.99684,11.2,7
6.0,15.0,0.99524,11.8,7
22.0,50.0,0.9946,11.9,6
6.0,13.0,0.99774,11.4,6
6.0,13.0,0.99774,11.4,6
29.0,94.0,0.99786,9.1,5
16.0,86.0,0.99764,9.5,6
33.0,79.0,0.9969,9.5,6
24.0,71.0,0.99624,11.0,6
6.0,12.0,0.99354,11.4,6
16.0,20.0,0.99672,10.0,6
35.0,70.0,0.99588,10.1,5
31.0,51.0,0.99672,10.4,6
6.0,21.0,0.996,9.8,6
6.0,14.0,0.99702,11.8,7
9.0,21.0,0.99526,11.6,6
6.0,11.0,0.99585,12.0,6
4.0,12.0,0.99473,12.8,7
16.0,70.0,0.99352,12.5,6
9.0,38.0,0.99616,9.8,5
17.0,38.0,0.99622,11.1,6
50.0,63.0,0.99544,11.4,6
9.0,38.0,0.99616,9.8,5
45.0,88.0,0.99524,11.8,7
16.0,101.0,0.9924,12.9,7
22.0,54.0,0.99572,10.6,6
11.0,37.0,0.99728,10.8,5
6.0,20.0,0.99676,11.1,7
12.0,21.0,0.99551,10.2,6
12.0,19.0,0.99434,11.8,7
10.0,21.0,0.99692,10.0,5
10.0,21.0,0.99692,10.0,5
15.0,38.0,0.99634,9.4,5
7.0,60.0,0.99709,10.2,5
29.0,48.0,0.99528,12.4,7
8.0,44.0,0.99384,12.0,6
5.0,14.0,0.99502,11.5,6
5.0,12.0,0.99667,10.5,6
26.0,44.0,0.99522,10.8,6
5.0,16.0,0.99649,12.3,6
26.0,65.0,0.99716,9.5,6
26.0,65.0,0.99716,9.5,6
48.0,59.0,0.99541,11.5,6
23.0,47.0,0.99572,11.2,4
6.0,11.0,0.99318,12.7,7
17.0,78.0,0.99346,11.4,5
11.0,47.0,0.99599,11.0,6
11.0,47.0,0.99599,11.0,6
5.0,11.0,0.99478,11.4,5
41.0,54.0,0.99754,10.5,6
16.0,61.0,0.99572,9.3,5
11.0,119.0,0.99538,10.9,5
6.0,39.0,0.99346,11.9,6
6.0,12.0,0.9963,12.2,5
6.0,39.0,0.99346,11.9,6
11.0,119.0,0.99538,10.9,5
5.0,19.0,0.99616,9.6,4
6.0,20.0,0.99652,12.5,6
6.0,12.0,0.99551,10.8,5
11.0,41.0,0.99439,12.4,7
6.0,12.0,0.99551,10.8,5
15.0,64.0,0.99588,9.5,6
21.0,56.0,0.99633,9.5,6
23.0,94.0,0.99686,9.5,6
4.0,9.0,0.99458,9.8,6
19.0,77.0,0.9951,10.9,6
23.0,94.0,0.99686,9.5,6
4.0,9.0,0.99458,9.8,6
5.0,10.0,0.99419,11.2,7
6.0,12.0,0.99516,11.7,8
33.0,76.0,0.99878,9.4,5
24.0,44.0,0.99534,11.0,7
24.0,44.0,0.99534,11.0,7
24.0,44.0,0.99534,11.0,7
24.0,52.0,0.99752,10.0,5
24.0,44.0,0.99534,11.0,7
14.0,24.0,0.99428,11.2,7
8.0,15.0,0.99498,10.4,6
22.0,53.0,0.9957,9.3,5
8.0,15.0,0.99498,10.4,6
5.0,13.0,0.99659,10.5,6
6.0,9.0,0.99628,10.4,6
20.0,29.0,0.99488,11.3,6
10.0,79.0,0.99677,9.5,6
43.0,74.0,0.99408,12.0,6
8.0,24.0,0.996,10.6,6
25.0,50.0,0.99478,10.9,6
17.0,44.0,0.99734,11.5,6
17.0,44.0,0.99734,11.5,6
33.0,89.0,0.99678,9.6,6
9.0,23.0,0.99638,12.0,6
8.0,20.0,0.9992,10.3,6
18.0,77.0,0.99922,9.4,5
27.0,46.0,0.99592,9.2,5
8.0,21.0,0.99769,9.6,5
18.0,88.0,0.99157,13.6,7
19.0,66.0,0.99718,9.5,5
15.0,58.0,0.9947,11.8,6
48.0,90.0,0.99621,10.8,5
19.0,66.0,0.99718,9.5,5
14.0,36.0,0.99614,9.3,4
11.0,18.0,0.99242,12.8,6
6.0,113.0,0.99572,11.5,4
7.0,17.0,0.99659,9.4,6
11.0,18.0,0.99242,12.8,6
12.0,24.0,0.99798,9.6,4
11.0,20.0,0.99488,11.8,4
36.0,60.0,0.99494,9.3,5
28.0,65.0,0.99729,9.8,5
15.0,40.0,0.99414,12.2,6
10.0,86.0,0.9983,9.5,5
72.0,160.0,0.99721,10.3,6
15.0,34.0,0.99655,10.5,5
15.0,48.0,0.99502,10.0,5
15.0,34.0,0.99655,10.5,5
22.0,36.0,0.9949,11.1,6
24.0,37.0,0.99514,10.9,6
24.0,37.0,0.99514,10.9,6
27.0,60.0,0.9963,9.8,5
6.0,14.0,0.99627,9.8,5
6.0,13.0,0.99569,9.5,5
20.0,35.0,0.99628,10.9,5
26.0,46.0,0.99358,11.0,5
43.0,60.0,0.99499,9.2,5
12.0,69.0,0.99633,11.0,6
15.0,33.0,0.99538,11.3,6
15.0,33.0,0.99538,11.3,6
19.0,56.0,0.99632,9.3,5
17.0,24.0,0.99437,11.2,4
34.0,66.0,0.99726,9.8,5
13.0,26.0,0.9978,9.6,4
26.0,51.0,0.99456,11.8,6
16.0,36.0,0.99564,10.3,6
16.0,36.0,0.99564,10.3,6
13.0,19.0,0.996,11.4,6
21.0,51.0,0.99668,9.5,6
28.0,87.0,0.9908,14.0,8
26.0,60.0,0.99084,14.0,6
24.0,64.0,0.9935,11.7,6
25.0,44.0,0.99385,11.2,5
34.0,44.0,0.99494,9.3,5
17.0,36.0,0.9944,11.2,6
13.0,81.0,0.99688,9.5,6
3.0,10.0,0.99566,12.0,4
3.0,10.0,0.99636,9.7,6
13.0,81.0,0.99688,9.5,6
3.0,9.0,0.9948,11.5,7
28.0,54.0,0.9956,10.4,6
28.0,54.0,0.9956,10.4,6
9.0,22.0,0.99619,10.9,6
17.0,69.0,0.99734,10.2,6
18.0,36.0,0.99476,10.9,5
20.0,47.0,0.99734,10.5,5
17.0,31.0,0.99328,12.4,6
3.0,7.0,0.99286,13.0,5
20.0,110.0,0.99914,10.2,5
20.0,110.0,0.99914,10.2,5
6.0,12.0,0.99521,11.0,5
25.0,60.0,0.99638,10.9,6
14.0,28.0,0.99362,12.4,6
6.0,12.0,0.99672,9.7,4
25.0,60.0,0.99638,10.9,6
51.0,77.5,0.99558,9.5,5
51.0,77.5,0.99558,9.5,5
15.0,29.0,0.99323,12.1,6
11.0,18.0,0.99191,12.2,6
5.0,9.0,0.99476,10.9,3
15.0,28.0,0.99444,12.5,6
20.0,57.0,0.99598,11.7,6
4.0,15.0,0.99576,11.2,6
28.0,68.0,0.99501,11.2,5
21.0,68.0,0.9955,9.2,5
24.0,88.0,0.99612,9.8,5
22.0,91.0,0.9979,10.1,5
15.0,29.0,0.99524,11.1,4
22.0,91.0,0.9979,10.1,5
27.0,63.0,0.996,9.2,5
24.0,88.0,0.99612,9.8,5
12.0,27.0,0.9929,12.8,6
14.0,41.0,0.99532,10.5,5
20.0,65.0,0.99558,10.1,6
24.0,69.0,0.99556,10.1,6
17.0,91.0,0.99616,9.8,6
16.0,46.0,0.99258,12.5,6
10.0,41.0,0.99638,11.9,6
17.0,91.0,0.99616,9.8,6
18.0,64.0,0.99652,9.1,6
12.0,88.0,0.99796,10.1,5
16.0,46.0,0.99258,12.5,6
9.0,18.0,0.99392,11.4,5
21.0,55.0,0.99495,11.0,7
18.0,34.0,0.9948,10.6,6
18.0,34.0,0.9948,10.6,6
18.0,34.0,0.9948,10.6,6
18.0,34.0,0.9948,10.6,6
13.0,38.0,0.9955,9.3,5
17.0,91.0,0.99616,9.8,6
17.0,91.0,0.99616,9.8,6
31.0,67.0,0.99668,9.2,5
6.0,25.0,0.99581,9.7,6
12.0,48.0,0.9976,9.6,5
4.0,11.0,0.99608,10.0,5
19.0,40.0,0.99387,12.6,6
15.0,26.0,0.99448,9.5,5
15.0,26.0,0.99448,9.5,5
15.0,26.0,0.99448,9.5,5
13.0,31.0,0.99538,10.5,6
13.0,31.0,0.99538,10.5,6
13.0,31.0,0.99538,10.5,6
17.0,31.0,0.99589,10.4,6
13.0,31.0,0.99538,10.5,6
8.0,20.0,0.99852,11.0,5
10.0,28.0,0.99613,10.2,6
5.0,13.0,0.99472,11.4,5
7.0,12.0,0.99587,9.5,5
7.0,12.0,0.99587,9.5,5
21.0,41.0,0.99518,10.8,5
32.0,73.0,0.99654,10.0,5
8.0,46.0,0.99332,11.8,6
14.0,57.0,0.9969,10.3,5
14.0,57.0,0.9969,10.3,5
7.0,28.0,0.99568,10.0,5
5.0,32.0,0.99464,10.1,5
4.0,28.0,0.99464,10.1,5
27.0,67.0,0.99648,11.1,6
52.0,98.0,0.99736,9.5,5
6.0,28.0,0.99704,10.0333333333333,6
11.0,38.0,0.99699,10.9,5
13.0,54.0,0.99724,10.1,5
6.0,28.0,0.99704,10.0333333333333,6
11.0,63.0,0.99652,9.8,4
10.0,31.0,0.995,11.8,6
10.0,42.0,0.9971,9.5,5
10.0,45.0,0.99576,9.8,5
9.0,105.0,0.99725,10.5,6
16.0,74.0,0.99656,9.8,6
4.0,8.0,0.99396,10.4,4
12.0,66.0,0.99623,9.2,5
5.0,14.0,0.99476,11.6,6
12.0,66.0,0.99623,9.2,5
34.0,89.0,0.99664,9.3,5
16.0,29.0,0.99471,9.8,3
13.0,100.0,0.99586,9.9,5
7.0,31.0,0.9946,10.0,5
23.0,74.0,0.9953,12.2,6
10.0,28.0,0.99609,9.9,6
11.0,35.0,0.99557,10.8,6
11.0,35.0,0.99557,10.8,6
4.0,25.0,0.99534,9.6,5
25.0,105.0,0.99613,9.9,5
25.0,105.0,0.99613,9.9,5
20.0,84.0,0.99593,9.5,5
34.0,85.0,0.99668,9.2,5
8.0,23.0,0.9961,9.6,5
8.0,23.0,0.9961,9.6,5
7.0,49.0,0.99718,10.3,5
36.0,111.0,0.99524,9.7,5
15.0,33.0,0.99292,12.5,6
5.0,33.0,0.99612,11.0,5
5.0,12.0,0.9942,9.8,5
19.0,59.0,0.99612,10.2,5
27.0,73.0,0.99669,9.2,5
3.0,12.0,0.99745,9.55,6
4.0,11.0,0.99745,9.55,5
17.0,104.0,0.99584,9.9,5
13.0,28.0,0.9966,10.2,7
10.0,24.0,0.9956,11.1,6
33.0,141.0,0.9962,9.9,5
33.0,141.0,0.9962,9.9,5
6.0,24.0,0.9963,11.9,6
3.0,13.0,0.996,10.0,8
12.0,46.0,0.9985,10.7,6
18.0,34.0,0.9952,11.3,7
8.0,22.0,0.9974,10.9,6
40.0,54.0,0.995,10.7,6
35.0,53.0,0.995,12.4,7
40.0,54.0,0.995,10.7,6
5.0,16.0,0.9936,11.9,6
8.0,19.0,0.9963,10.6,6
8.0,22.0,0.9974,10.9,6
12.0,89.0,0.9963,10.1,5
3.0,15.0,0.9994,9.6,5
8.0,18.0,0.9966,9.4,5
3.0,15.0,0.9994,9.6,5
21.0,37.0,0.9952,12.1,7
3.0,19.0,0.995,9.8,5
32.0,133.0,0.9956,9.9,5
3.0,19.0,0.995,9.8,5
24.0,58.0,0.9965,9.4,5
39.0,55.0,0.9956,11.4,6
14.0,31.0,0.9968,11.0,4
8.0,23.0,0.9974,9.6,6
8.0,23.0,0.9974,9.6,6
23.0,60.0,0.9971,12.1,6
6.0,23.0,0.9957,11.2,5
27.0,55.0,0.9962,11.0,5
38.0,67.0,0.996,11.3,5
18.0,47.0,0.9956,10.4,5
13.0,74.0,0.9958,9.9,6
3.0,11.0,0.9944,11.7,6
11.0,25.0,0.9955,10.1,7
55.0,95.0,1.00369,9.0,6
55.0,95.0,1.00369,9.0,6
27.0,90.0,0.99914,8.5,5
15.0,39.0,0.99577,11.1,5
3.0,8.0,0.996,10.3,5
31.0,92.0,0.99566,11.066666666666698,6
15.0,28.0,0.9947,11.3,7
19.0,98.0,0.99713,9.56666666666667,6
18.0,30.0,0.99712,9.8,5
8.0,22.0,0.99322,11.7,5
31.0,92.0,0.99566,11.1,6
19.0,98.0,0.99713,9.6,6
18.0,30.0,0.99712,9.8,5
22.0,39.0,0.99701,9.7,5
40.0,54.0,0.99683,9.7,5
15.0,29.0,0.99472,11.3,8
15.0,28.0,0.9947,11.3,7
8.0,17.0,0.99732,11.0,7
37.0,53.0,0.99374,11.6,7
27.0,85.0,0.99706,9.0,5
7.0,23.0,0.99974,10.9,6
9.0,17.0,0.99467,10.9,6
38.0,89.0,0.99236,10.55,6
27.0,85.0,0.99706,9.0,5
8.0,20.0,0.99603,10.5,5
7.0,15.0,0.99458,11.9,7
34.0,64.0,0.99724,10.4,6
6.0,13.0,0.99664,10.0,4
14.0,31.0,0.99545,10.4,6
14.0,39.0,0.99522,10.8,6
34.0,53.0,0.9958,9.7,5
34.0,53.0,0.9958,9.7,5
31.0,54.0,0.99728,10.0,7
19.0,32.0,0.99648,11.0,4
31.0,54.0,0.99728,10.0,7
20.0,49.0,0.99705,9.7,3
8.0,24.0,0.99578,9.7,5
8.0,16.0,0.99334,12.6,5
